number_of_vehicles,speed_limit,hour,month,day_of_week,first_road_class,road_type,junction_detail,junction_control,second_road_class,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,cluster
2,70,16,2,Sunday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,1,0
1,30,16,5,Saturday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
1,30,9,3,Wednesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Urban,2,1
2,20,8,1,Monday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,20,11,1,Saturday,Unclassified,Single carriageway,Other junction,Automatic traffic signal,6,14,Daylight,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,60,23,2,Saturday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - no lighting,Fine no high winds,Dry,0,0,Rural,2,0
2,70,4,2,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Fine no high winds,Dry,0,0,Rural,1,0
1,20,15,11,Tuesday,A,Single carriageway,Crossroads,Automatic traffic signal,3,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,14,2,Tuesday,B,Single carriageway,Junction with more than four arms,Automatic traffic signal,6,12,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,20,13,7,Sunday,A,Single carriageway,Other junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,11,3,Thursday,A,Single carriageway,T or staggered junction,Automatic traffic signal,6,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,12,7,Wednesday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,4,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,70,13,3,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,30,23,2,Saturday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,-1,1
2,40,11,9,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Urban,2,1
1,60,19,12,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Fine + high winds,Wet or damp,0,0,Rural,2,0
2,30,7,6,Monday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,20,14,5,Friday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,21,9,Thursday,B,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,4,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,19,6,Saturday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,17,7,Thursday,Unclassified,Single carriageway,Crossroads,Automatic traffic signal,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,30,6,5,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,4,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
1,60,14,1,Saturday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,-1,0
2,30,13,5,Sunday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,8,9,Wednesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,4,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,60,11,8,Wednesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,60,8,9,Thursday,C,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,0
2,30,17,8,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,50,18,4,Sunday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,-1,0
5,30,16,3,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,30,18,1,Tuesday,Unclassified,Single carriageway,T or staggered junction,Automatic traffic signal,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
6,30,15,1,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine + high winds,Wet or damp,0,0,Urban,2,1
2,30,14,5,Sunday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,-1,Daylight,Fine no high winds,Data missing / out of range,-1,-1,Urban,2,1
3,60,7,11,Tuesday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,0
2,20,17,9,Friday,A,Single carriageway,Data missing / out of range,Unknown,4,15,Daylight,Fine no high winds,Dry,9,0,Urban,2,1
1,30,20,12,Monday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,99,Darkness - lights lit,Raining no high winds,Wet or damp,9,99,Urban,2,1
2,30,8,5,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,13,5,Wednesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Unknown,Dry,0,0,Urban,2,1
2,20,12,10,Wednesday,B,Dual carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,19,4,Saturday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,19,11,Thursday,A,Dual carriageway,Other junction,Stop sign,6,15,Darkness - lighting unknown,Unknown,Dry,0,0,Urban,2,1
1,30,15,5,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,13,Daylight,Fine no high winds,Dry,0,0,Urban,-1,1
2,50,12,10,Thursday,A,Dual carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,30,12,11,Saturday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,15,Daylight,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,60,15,4,Wednesday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,-1,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,30,14,1,Tuesday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Wet or damp,0,0,Urban,2,1
3,20,14,4,Saturday,Unclassified,Single carriageway,Other junction,Automatic traffic signal,-1,12,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,8,12,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Wet or damp,0,0,Urban,2,1
2,30,16,6,Tuesday,A,Single carriageway,Other junction,Automatic traffic signal,6,12,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,10,7,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,16,9,Wednesday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,17,Urban,2,1
2,20,17,10,Monday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,6,13,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,15,2,Monday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,15,9,Saturday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Unknown,Wet or damp,0,0,Urban,2,1
1,20,19,1,Sunday,A,Single carriageway,T or staggered junction,Automatic traffic signal,6,15,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Urban,2,1
1,20,12,7,Friday,B,Single carriageway,Data missing / out of range,Unknown,6,99,Daylight,Other,Dry,0,0,Urban,2,1
1,20,14,11,Friday,Unclassified,Single carriageway,Other junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,-1,1
2,30,10,9,Thursday,Unclassified,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,20,2,8,Sunday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Wet or damp,0,0,Urban,2,1
1,30,20,10,Monday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,17,Urban,-1,1
3,70,13,8,Saturday,Motorway,Slip road,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,-1,0
2,20,15,9,Saturday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,99,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,11,12,Sunday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,99,Daylight,Raining no high winds,Wet or damp,9,99,Urban,2,1
2,20,14,5,Tuesday,B,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,5,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,12,10,Tuesday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Wet or damp,0,0,Urban,2,1
2,60,9,3,Monday,B,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Raining no high winds,Wet or damp,0,0,Rural,2,0
2,70,8,5,Tuesday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,1,0
3,30,18,1,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,60,10,12,Saturday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine + high winds,Wet or damp,0,0,Rural,2,0
1,30,15,9,Thursday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,20,17,11,Thursday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,17,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,40,17,7,Wednesday,A,Single carriageway,T or staggered junction,Automatic traffic signal,4,0,Daylight,Raining no high winds,Wet or damp,0,0,Rural,2,1
1,30,7,2,Monday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,18,6,Monday,A,Single carriageway,Crossroads,Automatic traffic signal,3,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,16,8,Saturday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Raining no high winds,Wet or damp,0,0,Rural,2,1
2,30,17,2,Friday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Other,Dry,0,0,Urban,2,1
2,30,22,3,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,15,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,30,13,10,Tuesday,Unclassified,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,5,13,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,30,8,3,Thursday,B,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine + high winds,Dry,0,0,Rural,2,1
1,20,16,5,Tuesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
3,40,22,3,Friday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Rural,2,0
3,30,12,9,Saturday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,60,9,6,Sunday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,30,8,5,Thursday,C,Unknown,Crossroads,Give way or uncontrolled,5,99,Daylight,Unknown,Unknown,9,99,Urban,2,1
2,60,9,11,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,0
2,30,12,5,Wednesday,Unclassified,Single carriageway,Junction with more than four arms,Authorised person,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,21,3,Friday,A,Dual carriageway,Data missing / out of range,Automatic traffic signal,6,0,Darkness - lights lit,Fine no high winds,Wet or damp,0,0,Urban,2,1
1,30,19,3,Monday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,12,Darkness - lights lit,Unknown,Dry,0,0,Urban,2,1
2,30,6,8,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,40,2,2,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,21,3,Wednesday,B,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,6,0,Darkness - lights lit,Raining no high winds,Wet or damp,0,0,Urban,2,1
1,30,18,11,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - lighting unknown,Fine no high winds,Wet or damp,0,0,Urban,2,1
1,30,11,11,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,1
2,30,9,2,Sunday,Unclassified,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,20,11,9,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,70,18,2,Thursday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,1,0
1,30,17,7,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Give way or uncontrolled,6,14,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,8,2,Tuesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,16,6,Sunday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,20,6,Friday,C,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,13,5,Thursday,Unclassified,Single carriageway,Other junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,30,18,4,Monday,Unclassified,Single carriageway,Other junction,Automatic traffic signal,6,14,Daylight,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,30,7,12,Thursday,B,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,4,0,Darkness - lighting unknown,Raining no high winds,Wet or damp,0,0,Urban,2,1
1,20,15,5,Wednesday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,70,8,11,Wednesday,Motorway,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine + high winds,Wet or damp,0,0,Rural,1,0
3,30,0,9,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Fine no high winds,Dry,0,0,Rural,2,0
1,40,21,2,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Fine no high winds,Wet or damp,0,0,Rural,-1,0
2,30,11,12,Saturday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,-1,Daylight,Fine no high winds,Dry,-1,-1,Urban,2,1
2,20,15,8,Thursday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,12,8,Friday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Raining no high winds,Wet or damp,0,0,Urban,2,1
2,40,14,2,Saturday,A,Slip road,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,1,0
1,40,9,9,Saturday,A,Dual carriageway,T or staggered junction,Automatic traffic signal,6,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,8,9,Tuesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Raining no high winds,Wet or damp,0,0,Urban,-1,1
1,30,19,6,Saturday,A,Single carriageway,Crossroads,Give way or uncontrolled,6,13,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,20,9,8,Wednesday,B,Single carriageway,T or staggered junction,Automatic traffic signal,6,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,9,1,Wednesday,B,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,1
2,40,18,12,Wednesday,A,Dual carriageway,Junction with more than four arms,Automatic traffic signal,3,15,Darkness - lights lit,Other,Dry,0,0,Urban,2,1
